,brand_name,Ton,Electricity_Stars,ratings,no_of_ratings,discount_price,actual_price,more_inf0,image,link
566,Power,Traders,Ton,3.8,245,40756.01,40756.01,"['Star', 'Inverter', 'Split', 'AC']",https://m.media-amazon.com/images/I/41H-5+2OzUL._AC_UL320_.jpg,https://www.amazon.in/Power-Traders-Star-Inverter-Split/dp/B0BH4MPKRR/ref=sr_1_573?qid=1679134267&s=kitchen&sr=1-573
567,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['Ton', '3star', 'Haier', '-1.5']",https://m.media-amazon.com/images/I/11OrjjyH+6L._AC_UL320_.jpg,https://www.amazon.in/MAKK-APPLIANCES-Triple-3star-Haier/dp/B0BH18V6SK/ref=sr_1_574?qid=1679134267&s=kitchen&sr=1-574
568,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['in', '1', 'Convertible', '1.5', 'ton', 'Blue', 'Star']",https://m.media-amazon.com/images/I/11BgF0C5VKL._AC_UL320_.jpg,https://www.amazon.in/MAKK-Home-APPLIANCES-Convertible-Blue/dp/B0BH18DLSY/ref=sr_1_575?qid=1679134267&s=kitchen&sr=1-575
569,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['Cool', 'Plus', '5', 'in', '1', 'A.C', 'Haier']",https://m.media-amazon.com/images/I/21Th5qWhNfL._AC_UL320_.jpg,https://www.amazon.in/MAKK-Home-APPLIANCES-Clean-Haier/dp/B0BH187W8L/ref=sr_1_576?qid=1679134267&s=kitchen&sr=1-576
570,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['in', '1', 'Cool', 'Plus', '-Haier', 'A.C']",https://m.media-amazon.com/images/I/217aZZe2s2L._AC_UL320_.jpg,https://www.amazon.in/MAKK-Home-APPLIANCES-Cool-Haier/dp/B0BH17SR4J/ref=sr_1_577?qid=1679134267&s=kitchen&sr=1-577
571,1.5,Ton,Star,3.8,245,45000.0,60250.0,"['Split', 'AC', 'White']",https://m.media-amazon.com/images/I/21mZ673R-DL._AC_UL320_.jpg,https://www.amazon.in/1-5-Star-Inverter-Split-White/dp/B0BGZZN3X3/ref=sr_1_578?qid=1679134267&s=kitchen&sr=1-578
572,1.5,Ton,Split,3.8,245,42500.0,60990.0,[],https://m.media-amazon.com/images/I/21qwN7sxg3L._AC_UL320_.jpg,https://www.amazon.in/1-5-Ton-Inverter-Split-AC/dp/B0BGZW4Z6V/ref=sr_1_579?qid=1679134267&s=kitchen&sr=1-579
573,2Tone,AC,Speed,3.8,245,52500.0,61000.0,[],https://m.media-amazon.com/images/I/113yVR45MoL._AC_UL320_.jpg,https://www.amazon.in/2Tone-AC-FIX-Speed/dp/B0BGZVDV72/ref=sr_1_580?qid=1679134267&s=kitchen&sr=1-580
574,2.0,Ton,Star,3.8,245,57000.0,72500.0,"['Split', 'AC']",https://m.media-amazon.com/images/I/113yVR45MoL._AC_UL320_.jpg,https://www.amazon.in/2-0-Ton-Star-Inverter-Split/dp/B0BGZTW19G/ref=sr_1_581?qid=1679134267&s=kitchen&sr=1-581
575,2.0,Ton,Star,3.8,245,60500.0,75000.0,"['and', 'Cold', 'Inverter', 'Split', 'AC']",https://m.media-amazon.com/images/I/21qwN7sxg3L._AC_UL320_.jpg,https://www.amazon.in/2-0-Star-Cold-Inverter-Split/dp/B0BGZTPWHR/ref=sr_1_582?qid=1679134267&s=kitchen&sr=1-582
576,1.5,Ton,Star,3.8,245,42000.0,52000.0,"['Split', 'AC', '(Copper,', 'Flexicool', 'Convertible', '4-in-1', 'Cooling,', 'PM', '2.5', 'Filter']",https://m.media-amazon.com/images/I/21nK-c68SUL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Copper-Flexicool-Convertible-Cooling/dp/B0BGZP1Q3V/ref=sr_1_580?qid=1679134268&s=kitchen&sr=1-580
577,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['Inverter', 'A.C', '1', 'TON', '5STAR', 'L.G']",https://m.media-amazon.com/images/I/31g9I3lMopL._AC_UL320_.jpg,https://www.amazon.in/MAKK-Home-APPLIANCES-Inverter-5STAR/dp/B0BGYNBMXR/ref=sr_1_581?qid=1679134268&s=kitchen&sr=1-581
578,DPR,MAKK,APPLIANCES,3.8,245,40756.01,40756.01,"['Inverter', 'A.C', '1.5', 'TON', '2STAR', 'L.G']",https://m.media-amazon.com/images/I/31g9I3lMopL._AC_UL320_.jpg,https://www.amazon.in/MAKK-Home-APPLIANCES-Inverter-2STAR/dp/B0BGYN9YV2/ref=sr_1_582?qid=1679134268&s=kitchen&sr=1-582
579,VOLTAS,241,TOWER,3.8,245,40756.01,40756.01,"['AC', '2', 'TON', '1', 'STAR', '(R32)']",https://m.media-amazon.com/images/I/21d6NjBqqtL._AC_UL320_.jpg,https://www.amazon.in/VOLTAS-241-CZ2MM-TOWER-SLIMLINE/dp/B0BGJDP95C/ref=sr_1_583?qid=1679134268&s=kitchen&sr=1-583
580,AC,3,Size,3.8,245,40756.01,40756.01,['ton'],https://m.media-amazon.com/images/I/21kDANqRDsL._AC_UL320_.jpg,https://www.amazon.in/AC-Star-Size-1-5-ton/dp/B0BG5F6N27/ref=sr_1_584?qid=1679134268&s=kitchen&sr=1-584
581,MEGACOOL,CENTRE-Dakin,Ton,3.8,245,40756.01,40756.01,"['Star', 'Fixed', 'Speed', 'Split', 'AC', '(2)']",https://m.media-amazon.com/images/I/21pJ7D2fWmL._AC_UL320_.jpg,https://www.amazon.in/MEGACOOL-CENTRE-Dakin-Fixed-Speed-Split/dp/B0BFH2SLQ7/ref=sr_1_585?qid=1679134268&s=kitchen&sr=1-585
582,MEGACOOL,CENTRE-Dakin,Ton,3.8,245,65000.0,130000.0,"['Star', 'Fixed', 'Speed', 'Split', 'AC', 'Pack', 'Of', '(1)']",https://m.media-amazon.com/images/I/21pJ7D2fWmL._AC_UL320_.jpg,https://www.amazon.in/MEGACOOL-CENTRE-Dakin-Fixed-Speed-Split/dp/B0BFH2KWHY/ref=sr_1_586?qid=1679134268&s=kitchen&sr=1-586
583,MEGACOOL,CENTRE-Dakin,Ton,3.8,245,59500.0,119000.0,"['Star', 'Fixed', 'Speed', 'Split', 'AC', 'Pack', 'Of-', '(1)']",https://m.media-amazon.com/images/I/21pJ7D2fWmL._AC_UL320_.jpg,https://www.amazon.in/MEGACOOL-CENTRE-Dakin-Fixed-Speed-Split/dp/B0BFH2FWN6/ref=sr_1_587?qid=1679134268&s=kitchen&sr=1-587
584,Dot,one,Ton,3.8,245,40756.01,40756.01,"['Star', 'Inverter', 'Split', 'AC', '(Copper', 'Condenser,', 'Auto', 'Swing,', '10TAC.1-INV3S,', 'White,', '2022', 'Model)']",https://m.media-amazon.com/images/I/51JNli94gCL._AC_UL320_.jpg,https://www.amazon.in/one-Inverter-Copper-Condenser-10TAC-1-INV3S/dp/B0BDZS61N6/ref=sr_1_588?qid=1679134268&s=kitchen&sr=1-588
585,Dot,one,Ton,3.8,245,40756.01,40756.01,"['Star', 'Inverter', 'Split', 'AC', '(Copper', 'Condenser,', 'Auto', 'Swing,', '15TAC.1-INV3S,', 'White,', '2022', 'Model)']",https://m.media-amazon.com/images/I/71RXZqbaMJL._AC_UL320_.jpg,https://www.amazon.in/one-Inverter-Copper-Condenser-15TAC-1-INV3S/dp/B0BDZQ61RH/ref=sr_1_589?qid=1679134268&s=kitchen&sr=1-589
586,Electrolux,1.5,5,3.8,4,47990.0,73990.0,"['Convertible', 'Inverter', 'Split', 'Air', 'Conditioner', '(AC),', '100%', 'Copper,', '4', 'Step', 'Filtration', 'with', 'PM2.5', 'Filte...']",https://m.media-amazon.com/images/I/51pmfuuPy0L._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Convertible-Anti-Corrosion-UltimateHome-ESV185C3HA/dp/B0BBVRPCHV/ref=sr_1_590?qid=1679134268&s=kitchen&sr=1-590
587,Electrolux,1.5,3,4.0,5,38490.0,63990.0,"['Convertible', 'Inverter', 'Split', 'Air', 'Conditioner', '(AC),', '100%', 'Copper,', '3', 'Step', 'Filtration', 'with', 'PM2.5', 'Filte...']",https://m.media-amazon.com/images/I/51UTTNp7yPL._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Convertible-Anti-Corrosion-UltimateHome-ESV183C2UA/dp/B0BBTY342X/ref=sr_1_591?qid=1679134268&s=kitchen&sr=1-591
588,Electrolux,1,3,5.0,1,34490.0,58990.0,"['Convertible', 'Inverter', 'Split', 'Air', 'Conditioner', '(AC),', '100%', 'Copper,', '3', 'Step', 'Filtration', 'with', 'PM2.5', 'Filter,...']",https://m.media-amazon.com/images/I/51YUQKXr1JL._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Convertible-Anti-Corrosion-UltimateHome-ESV123C2UA/dp/B0BBTVF4XQ/ref=sr_1_595?qid=1679134268&s=kitchen&sr=1-595
589,Electrolux,1.8,3,5.0,1,50990.0,83990.0,"['Inverter', 'Split', 'Air', 'Conditioner', '(AC),', '100%', 'Copper,', '3', 'Step', 'Filtration', 'with', 'PM2.5', 'Filter,', '360°', 'Cool...']",https://m.media-amazon.com/images/I/5127NZNfVSL._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Conditioner-Filtration-Anti-Corrosion-ESV223C2CA/dp/B0BBTTTB7R/ref=sr_1_596?qid=1679134268&s=kitchen&sr=1-596
590,Star,Inverter,AC,3.8,245,40756.01,40756.01,[],https://m.media-amazon.com/images/I/316AjMoJJzL._AC_UL320_.jpg,https://www.amazon.in/Star-Inverter-Split-AC-22/dp/B0B8NKT5QZ/ref=sr_1_597?qid=1679134268&s=kitchen&sr=1-597
591,Voltas,Split,2,3.8,245,40756.01,40756.01,"['Model', 'No.', '24H', 'CZS', 'Hot', '&', 'Cold', 'Ac']",https://m.media-amazon.com/images/I/31UTd-Li37L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Ton-Model-Cold/dp/B0B8DXDYZZ/ref=sr_1_598?qid=1679134268&s=kitchen&sr=1-598
592,Ton,3,Non-Inverter,3.8,245,40756.01,40756.01,['AC'],https://m.media-amazon.com/images/I/316AjMoJJzL._AC_UL320_.jpg,https://www.amazon.in/Ton-Star-Non-Inverter-Split-AC/dp/B0B7SDKFL2/ref=sr_1_599?qid=1679134268&s=kitchen&sr=1-599
593,SS,Ton,Kashmir,3.8,245,3950.0,4500.0,"['Cricket', 'Bat-SH']",https://m.media-amazon.com/images/I/411O+w7KqML._AC_UL320_.jpg,https://www.amazon.in/Maxpower-Kashmir-Willow-Cricket-Bat-SH/dp/B0B7GB6K7Y/ref=sr_1_600?qid=1679134268&s=kitchen&sr=1-600
594,SPLIT,AC,1.8TR,3.8,245,40756.01,40756.01,"['KIYORA', '4100X', 'INVERTER', '-', 'R32', '-', 'RMRG422HFEO']",https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RMRG422HFEO/dp/B0B76PSQ1M/ref=sr_1_601?qid=1679134268&s=kitchen&sr=1-601
595,Heavy,Duty,Conditioner,3.8,245,899.0,1750.0,"['Ac', 'stand']",https://m.media-amazon.com/images/I/51mvmI9NjUL._AC_UL320_.jpg,https://www.amazon.in/Heavy-Duty-Conditioner-Outdoor-stand/dp/B0B6PL12X8/ref=sr_1_602?qid=1679134268&s=kitchen&sr=1-602
596,RYOKU,(Hitachi),Ton,3.8,245,40756.01,40756.01,"['AC', 'Indoor', 'Unit', 'Copper', 'Spare', 'part']",https://m.media-amazon.com/images/I/31l0Hsn26cL._AC_UL320_.jpg,https://www.amazon.in/RYOKU-Hitachi-Split-Indoor-Copper/dp/B0B53ZSMZ5/ref=sr_1_603?qid=1679134268&s=kitchen&sr=1-603
597,Hitachi,1.5,3,3.8,245,40756.01,40756.01,"['Shizen', 'Smart', '3200WS', '(Wi', 'Fi', 'Unabled)', 'Inverter', 'Split', 'AC', '(Copper,', 'Dust', 'Filter,2022', 'Model,', 'RSQG318MFEOZ...']",https://m.media-amazon.com/images/I/51wJBXQ2EvL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Shizen-Unabled-Inverter-RSQG318MFEOZ1/dp/B0B4GNYWPY/ref=sr_1_604?qid=1679134268&s=kitchen&sr=1-604
598,Hyundai,1.5,Inverter,5.0,1,30500.0,54990.0,"['Star', 'Copper', '(2022', 'Range)', 'HY3SP53IN-GCS', '(R-32)', '3-in-1', 'Convertible', 'Split', 'AC']",https://m.media-amazon.com/images/I/51fmUf66RwL._AC_UL320_.jpg,https://www.amazon.in/Hyundai-Inverter-Copper-HY3SP53IN-GCS-Convertible/dp/B0B2R3WCQ3/ref=sr_1_605?qid=1679134268&s=kitchen&sr=1-605
599,1,Ton,Star,3.8,245,40756.01,40756.01,"['System', 'Air', 'Conditioner', 'With', 'Inverter', 'Copper', 'Condenser', '2022', 'Model', '(R-32)', '(CS/CU-KU12YKY-1,', 'White)']",https://m.media-amazon.com/images/I/41soaCxJsJL._AC_UL320_.jpg,https://www.amazon.in/Conditioner-Inverter-Condenser-CS-CU-KU12YKY-1/dp/B0B2LSV2CC/ref=sr_1_606?qid=1679134268&s=kitchen&sr=1-606
600,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Split', 'System', 'Air', 'Conditioner', '(PSQ18TNVE,', 'White)']",https://m.media-amazon.com/images/I/41Omn02VUAL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-System-Conditioner-PSQ18TNVE/dp/B0B1C5MKZG/ref=sr_1_604?qid=1679134269&s=kitchen&sr=1-604
601,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Convertible', '6-in-1', 'Split', 'AC', 'with', 'Anti', 'Virus', 'Protection,', '2022', 'Model,', '(PS-Q19ENZE,', 'White)']",https://m.media-amazon.com/images/I/31YO-3zacfL._AC_UL320_.jpg,https://www.amazon.in/Convertible-Split-Virus-Protection-PS-Q19ENZE/dp/B0B1C3QQDF/ref=sr_1_605?qid=1679134269&s=kitchen&sr=1-605
602,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Split', 'System', 'Air', 'Conditioner', '(Copper', 'Condenser,', 'IACI18BD3G3C,', 'Lvory)']",https://m.media-amazon.com/images/I/41A1rjT-CaL._AC_UL320_.jpg,https://www.amazon.in/Inverter-System-Conditioner-Condenser-IACI18BD3G3C/dp/B09ZQTHYDB/ref=sr_1_606?qid=1679134269&s=kitchen&sr=1-606
603,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Split', 'System', 'Air', 'Conditioner', '(Cs/Cu-Tu18yky', '-', '1,', 'White)']",https://m.media-amazon.com/images/I/213im2gWeOL._AC_UL320_.jpg,https://www.amazon.in/Inverter-System-Conditioner-Cs-Cu-Tu18yky/dp/B09ZF61SP9/ref=sr_1_607?qid=1679134269&s=kitchen&sr=1-607
604,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'CW-XN182AM', 'White)']",https://m.media-amazon.com/images/I/61V4my-FbaL._AC_UL320_.jpg,https://www.amazon.in/Window-Copper-Filter-Model-CW-XN182AM/dp/B09ZF356P4/ref=sr_1_608?qid=1679134269&s=kitchen&sr=1-608
605,Lloyd,1.5,3,3.8,245,40756.01,40756.01,"['Split', 'System', 'Air', 'Conditioner', 'Inverter', '100%', 'Copper', '(GLS18I3FWAEF)', 'White']",https://m.media-amazon.com/images/I/51DzNwGIVUL._AC_UL320_.jpg,https://www.amazon.in/System-Conditioner-Inverter-Copper-GLS18I3FWAEF/dp/B09ZBG9CJ4/ref=sr_1_609?qid=1679134269&s=kitchen&sr=1-609
606,Voltas,Split,with,3.8,245,40756.01,40756.01,"['Heating,', '1.5', 'Ton-', '18H', 'CZS']",https://m.media-amazon.com/images/I/31UTd-Li37L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Intelligent-Heating-18H-CZS/dp/B09Z8GP26K/ref=sr_1_610?qid=1679134269&s=kitchen&sr=1-610
607,Carrier,18K,CX,3.8,245,40756.01,40756.01,"['Ton', '3', 'Star', 'Split', 'AC', '(Copper', 'Condenser,', 'CAS18IN3R31F1,', 'White)']",https://m.media-amazon.com/images/I/41Z12es55oL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Indus-Copper-Condenser-CAS18IN3R31F1/dp/B09YY71B8W/ref=sr_1_611?qid=1679134269&s=kitchen&sr=1-611
608,Carrier,1.5,3,3.8,245,40756.01,40756.01,"['Hybridjet', 'Inverter', 'Split', 'AC', 'CAI18IN3R31F1(Copper,18K', 'INDUS', 'CXI,', '4-in-1', 'Flexicool', 'with', 'Anti-Viral', 'Gu...']",https://m.media-amazon.com/images/I/41YWrRzoaCL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Hybridjet-CAI18IN3R31F1-Flexicool-Anti-Viral/dp/B09YY2J4T3/ref=sr_1_612?qid=1679134269&s=kitchen&sr=1-612
609,Carrier,24K,CX,3.8,245,40756.01,40756.01,"['Ton', '3', 'Star', 'Split', 'AC', '(Copper', 'Condenser,', 'CAS24IN3R31F1,', 'White)', 'Fixed', 'Speed']",https://m.media-amazon.com/images/I/41Z12es55oL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Indus-Copper-Condenser-CAS24IN3R31F1/dp/B09YXV1FJ6/ref=sr_1_613?qid=1679134269&s=kitchen&sr=1-613
610,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['AC', '(Copper,', '2022', 'Model,', 'WFA318LL,', 'White)']",https://m.media-amazon.com/images/I/61Q2QaP5mnL._AC_UL320_.jpg,https://www.amazon.in/Window-Copper-Model-WFA318LL-White/dp/B09Y4KXT9F/ref=sr_1_614?qid=1679134269&s=kitchen&sr=1-614
611,INDcool,1.5,3,3.8,245,40756.01,40756.01,"['Rated', 'Inverter', 'Split', 'Air', 'Conditioner']",https://m.media-amazon.com/images/I/31UjazBR6sL._AC_UL320_.jpg,https://www.amazon.in/INDcool-Rated-Inverter-Split-Conditioner/dp/B09XMNY3SF/ref=sr_1_615?qid=1679134269&s=kitchen&sr=1-615
612,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Split', 'AC', '(Copper,', 'AR18AY3ZBUS,', 'White)']",https://m.media-amazon.com/images/I/41SOKsVTPuL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-Copper-AR18AY3ZBUS-White/dp/B09XKG819S/ref=sr_1_619?qid=1679134269&s=kitchen&sr=1-619
613,1.5,Ton,Star,3.8,245,40756.01,40756.01,"['Split', 'AC', '(Copper,', 'AR18AY4ZAPGNNNA,', 'White)']",https://m.media-amazon.com/images/I/41+zn18q7cL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-Copper-AR18AY4ZAPGNNNA-White/dp/B09XKG4TSV/ref=sr_1_620?qid=1679134269&s=kitchen&sr=1-620
614,Panasonic,1.5,4,3.8,245,40756.01,40756.01,"['Auto', 'Convertible', 'Twin-Cool', 'Inverter', 'Split', 'Air', 'Conditioner', '(Copper,', 'Auto', 'Convertible,', '2022', 'Model,', '...']",https://m.media-amazon.com/images/I/31RUA+s+qqL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-Conditioner-CS-CU-KU18YKY4-1/dp/B09X5YNKLW/ref=sr_1_621?qid=1679134269&s=kitchen&sr=1-621
615,SPLIT,AC,1.8TR,3.8,245,47000.0,69600.0,"['SHIZEN', '3100S', 'INVERTER', '-', 'R32', '-', 'RMQG322HFEOZ1']",https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RMQG322HFEOZ1/dp/B09WDSZSBQ/ref=sr_1_622?qid=1679134269&s=kitchen&sr=1-622
616,Daikin,1.5,3,3.8,245,41690.0,58400.0,"['Inverter', 'Split', 'AC', '(F/A/DTKL50U)']",https://m.media-amazon.com/images/I/11JbiJKkSsL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-DTKL50U/dp/B09W8Y843M/ref=sr_1_623?qid=1679134269&s=kitchen&sr=1-623
617,Carrier,1.0,5,3.8,245,39990.0,59990.0,"['Emperia', 'CXI', 'Inverter', 'Split', 'AC', '(12', 'K', 'CAI12EN5R30W1,', 'White)']",https://m.media-amazon.com/images/I/414ULASteYL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Emperia-Inverter-Split-CAI12EN5R30W1/dp/B09W29V8RK/ref=sr_1_624?qid=1679134269&s=kitchen&sr=1-624
618,LG,1.5,5,3.8,245,45990.0,79990.0,"['AI', 'Convertible', '6-in-1', 'Anti', 'Virus', 'Protection', 'Split', 'AC', '(PS-Q19ENZE,', 'White)']",https://m.media-amazon.com/images/I/31rnDvY+20L._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Virus-Protection-PS-Q19ENZE/dp/B09W294SY8/ref=sr_1_625?qid=1679134269&s=kitchen&sr=1-625
619,Carrier,1.0,3,3.8,245,40756.01,40756.01,"['Emperia', 'CXI', 'Inverter', 'Split', 'AC', '(CAI12EN3R39F0+CI123R3CH90,', 'White)']",https://m.media-amazon.com/images/I/41xiz1NajYL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Emperia-Inverter-CAI12EN3R39F0-CI123R3CH90/dp/B09W27SDQR/ref=sr_1_626?qid=1679134269&s=kitchen&sr=1-626
620,LG,1.5,5,3.8,245,40756.01,40756.01,"['Super', 'Convertible', '5-in-1,', 'Anti', 'Virus', 'Protection', 'Split', 'AC', '(PS-Q19BNZE,', 'White)']",https://m.media-amazon.com/images/I/31rnDvY+20L._AC_UL320_.jpg,https://www.amazon.in/LG-Super-Convertible-Protection-PS-Q19BNZE/dp/B09VLF46M7/ref=sr_1_627?qid=1679134269&s=kitchen&sr=1-627
621,Samsung,1.5,5,3.8,245,43490.0,65990.0,"['Convertible', '5', 'in', '1', 'Inverter', 'Split', 'AC', '(AR18BY5YAWK,', 'White)']",https://m.media-amazon.com/images/I/51TmvpOjB9L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Convertible-Inverter-Split-AR18BY5YAWK/dp/B09VLDYKZM/ref=sr_1_628_mod_primary_new?qid=1679134269&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-628
622,LG,1.5,2,3.8,245,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(1.5TPSQ18TNVE2S,', 'White)']",https://m.media-amazon.com/images/I/515aDAJMLkL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-1-5TPSQ18TNVE2S-White/dp/B09VLB4JWQ/ref=sr_1_629?qid=1679134269&s=kitchen&sr=1-629
623,Voltas,Split,Conditioner,3.8,245,34495.0,61990.0,['Ton'],https://m.media-amazon.com/images/I/21Plyj6H6rL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Air-Conditioner-1-5/dp/B09VH1LR1Z/ref=sr_1_630?qid=1679134269&s=kitchen&sr=1-630
624,BMWB,1.1,3,3.8,245,39990.0,46320.0,"['Split', 'AC', '(Copper', 'Condenser,', 'ASGA12BMWB-B,', 'White)']",https://m.media-amazon.com/images/I/31Rkq-jITpL._AC_UL320_.jpg,https://www.amazon.in/Split-Copper-Condenser-ASGA12BMWB-B-White/dp/B09VDPWZWC/ref=sr_1_628?qid=1679134271&s=kitchen&sr=1-628
625,Lloyd,1.5,3,3.8,245,40756.01,40756.01,"['Window', 'AC', '-', 'White', '(LW18B32WAET,', 'Copper', 'Condenser)']",https://m.media-amazon.com/images/I/71tewQ9Wk3L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-1-5-Ton-Star-Window/dp/B09TYYK62W/ref=sr_1_629?qid=1679134271&s=kitchen&sr=1-629
626,1,Ton,Star,3.8,245,40756.01,40756.01,"['Inverter', 'Split', 'Fastcool', 'Silver', 'Series', 'AC', '(Copper,', 'PM', '0.3', 'Filter,', 'IACI12SA3G3C,', '2021', 'Model,', 'Ivory', 'Matte)']",https://m.media-amazon.com/images/I/51j7fsFU6yL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Fastcool-Silver-Copper-IACI12SA3G3C/dp/B09TYVFMVV/ref=sr_1_630?qid=1679134271&s=kitchen&sr=1-630
627,VOLTAS,36CZV,Ac,3.8,245,40756.01,40756.01,"['Ton', 'MEGA', 'HI-WALL', 'MEGA', 'SPLIT', 'AC']",https://m.media-amazon.com/images/I/411eP4+vBTL._AC_UL320_.jpg,https://www.amazon.in/VOLTAS-36CZV-Split-HI-WALL-SPLIT/dp/B09TYNZH85/ref=sr_1_631?qid=1679134271&s=kitchen&sr=1-631
628,Panasonic,1.5,5,3.8,245,40756.01,40756.01,"['CS/CU-ZU18YKY', 'Inverter', 'Split', 'AC', '2022', 'Model,']",https://m.media-amazon.com/images/I/512nPgRsh3L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-CS-CU-ZU18YKY-Inverter-Split/dp/B09TJLSJFY/ref=sr_1_632?qid=1679134271&s=kitchen&sr=1-632
629,Panasonic,1.0,3,3.8,245,40756.01,40756.01,"['Copper', 'CS/CU-KN12YKY', '(R-32)', 'Split', 'AC', '(White)', '2022', 'Model,']",https://m.media-amazon.com/images/I/31MISDskUVL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Copper-CS-CU-KN12YKY-Split/dp/B09TJH6WN2/ref=sr_1_633?qid=1679134271&s=kitchen&sr=1-633
630,Daikin,Split,2.0TON,3.8,245,40756.01,40756.01,"['JTKJ60', 'Series', '(2022)']",https://m.media-amazon.com/images/I/21A8Q3ucwfL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-2-0TON-5-Star-JTKJ60/dp/B09SWHW7XL/ref=sr_1_634?qid=1679134271&s=kitchen&sr=1-634
631,Daikin,Split,1.0Ton,3.8,245,40756.01,40756.01,"['Serious.', '(2022)']",https://m.media-amazon.com/images/I/21zZv6W+xsL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-1-0Ton-FTKM35-Serious/dp/B09SWHSSVT/ref=sr_1_635?qid=1679134271&s=kitchen&sr=1-635
632,Daikin,Split,1.0,3.8,245,40756.01,40756.01,"['GTL35', 'Serious', '(2022)', 'Without', 'kit']",https://m.media-amazon.com/images/I/113-tMdhWYL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-GTL35-Serious-Without/dp/B09SWHGLC6/ref=sr_1_636?qid=1679134271&s=kitchen&sr=1-636
633,Daikin,Split,2.0Ton,3.8,245,40756.01,40756.01,"['Star', 'FTQ60', 'Serous.', '(2022)']",https://m.media-amazon.com/images/I/21IqOh8bBuL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-2-0Ton-FTQ60-Serous/dp/B09SWGGLBV/ref=sr_1_637?qid=1679134271&s=kitchen&sr=1-637
634,Haier,Frost,Inverter,3.8,245,34500.0,61990.0,"['AC', 'with', '5', 'in', '1', 'Easy', 'convertible', '(1', 'Ton,', '4', 'Star', 'Rating,', 'White),', 'HSU12C-TTB4B(INV)']",https://m.media-amazon.com/images/I/4106MATvt4L._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-convertible-HSU12C-TTB4B-INV/dp/B09SP6VST1/ref=sr_1_638?qid=1679134271&s=kitchen&sr=1-638
635,LG,1.5,5,3.8,245,40756.01,40756.01,"['Dual', 'Inverter', 'AI', 'Convertible', '6-in-1', 'Split', 'AC', '(PS-Q19GNZE,', 'White)']",https://m.media-amazon.com/images/I/410siDxHQ1L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Split-PS-Q19GNZE/dp/B09SD4J868/ref=sr_1_639?qid=1679134271&s=kitchen&sr=1-639
